Data,Cliente,Perfil do Cliente,Cupom Fiscal,Campanha em Curso,Total Pago (R$),Desconto Total (%),PIX como Forma de Pagamento,Tempo desde a Última Compra (dias),Tempo para Finalizar Compra (min),Categorias Compradas,Comprou Item em Campanha de Marketing
2022-03-18,ebc2b13a-4fbd-45a7-80ef-011253958557,Médio ticket e alta frequência,5593e87d-636b-4e9c-bad8-15fe15a9d67c,Informática,455.61,1.64,True,1.0,25.7,Livros;Informática;Eletrodomésticos,True
2022-03-18,2704032c-fa08-427d-9493-5cf8f2be3014,Médio ticket e alta frequência,68f74acd-27b0-44be-aadc-2ed04fc4d6ed,Informática,165.63,7.98,True,4.0,19.2,Informática,True
2022-03-18,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,796adaed-d9cd-4a39-8714-09ddba21eee8,Informática,1330.54,8.23,True,2.0,18.3,Eletrodomésticos,False
2022-03-18,81f98094-fac6-4ee0-a0c9-75f52cc0cd99,Médio ticket e alta frequência,87c89a39-5c21-46cb-8e88-99a7b7b45d6f,Informática,119.89,0.09,True,4.0,13.5,Informática,True
2022-03-18,e0a6bd56-f89d-40a1-a617-f50d6043e85a,Médio ticket e alta frequência,1e00f42f-7b04-4590-a8bf-eb3e37b84d16,Informática,157.39,6.14,True,7.0,29.9,Informática;Informática,True
2022-03-18,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,2369727b-98f2-4925-a981-245fb2beb8ab,Informática,189.45,0.28,True,10.0,14.7,Informática,True
2022-03-18,3e1be429-60cb-499f-949e-b8b72abe3580,Médio ticket e baixa frequência,d04feedb-3c6c-4d45-9708-a3b06ee85b02,Informática,4652.39,5.25,True,19.0,12.6,Eletrodomésticos;Games,False
2022-03-18,84efbc91-cd5f-4df2-8de4-b1c52b483cd4,Médio ticket e alta frequência,d81de5de-54b7-4087-a92b-aac8a7feb9da,Informática,528.36,8.46,True,8.0,11.9,Informática;Móveis,True
2022-03-18,f2b7e1b3-db63-4837-abee-d68d7545af0d,Baixo ticket e baixa frequência,154f5d10-8b7f-4d11-be66-7286629b8879,Informática,50.0,9.1,True,22.0,22.5,Livros,False
2022-03-18,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,d77984b7-4bad-49f3-affa-c7370d6b1c4f,Informática,656.59,5.8,True,0.0,14.9,Informática;Informática;Eletrodomésticos,True
2022-03-18,f77bb5b2-d311-4c30-886b-86579dd34d09,Médio ticket e alta frequência,10fbd622-0935-4efb-b3d4-ef3953fe405c,Informática,185.11,2.57,True,2.0,15.8,Informática,True
2022-03-18,2de8f839-f408-4744-a1a0-847412a80951,Médio ticket e alta frequência,17152d53-078e-47e9-80dd-42acbfb2a338,Informática,464.18,7.69,True,1.0,8.3,Móveis,False
2022-03-19,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,add42dbd-1d02-4028-8ef9-1ca346df3d5e,Informática,1559.35,6.85,True,1.0,7.6,Informática;Eletrodomésticos,True
2022-03-19,0b4e015d-146d-4e90-9ed8-d71f16eecec2,Médio ticket e alta frequência,1bf3455b-e9ec-4bcc-83ef-f071b9e48e34,Informática,477.55,6.42,True,4.0,9.0,Eletrodomésticos,False
2022-03-19,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,0e5f977c-4087-44db-bb2b-b2e4ddac3d7d,Informática,297.67,0.04,True,37.0,25.0,Informática,True
2022-03-19,f2b7e1b3-db63-4837-abee-d68d7545af0d,Baixo ticket e baixa frequência,5e5125d6-89d4-4769-b0eb-5baef84e9fd8,Informática,3963.83,7.72,True,1.0,10.5,Games;Informática;Informática;Informática;Informática,True
2022-03-19,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,06f27cbd-e002-459c-83db-c3782d0baa9f,Informática,2560.82,8.54,True,1.0,18.2,Games,False
2022-03-19,4ca33703-f9d7-41ba-9878-99b2fbb12e58,Médio ticket e alta frequência,9e1d347f-79ef-408b-88fa-f9e103481e21,Informática,264.72,8.4,True,16.0,7.7,Informática,True
2022-03-20,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,f1c0cf2b-0984-479e-878a-8283eb91e41d,Informática,116.96,2.53,True,4.0,9.2,Informática,True
2022-03-20,24c04eac-56f3-4c6a-b0e8-5e9812ccaf31,Médio ticket e alta frequência,9971d419-e61f-418e-bc5b-5e8ac6e934ff,Informática,4580.91,8.89,True,3.0,12.4,Informática;Games;Informática;Eletrodomésticos,True
2022-03-20,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,60a47ceb-9400-44d2-931f-3c973857584f,Informática,39.83,2.84,True,3.0,11.4,Livros,False
2022-03-20,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,0c973267-55b8-4444-bf46-de93fdf5ab43,Informática,63.55,2.09,True,7.0,7.6,Informática,True
2022-03-20,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,32a71919-8e4d-49d3-994a-e59bb61659bd,Informática,2556.28,1.26,True,5.0,5.4,Games;Livros;Informática,True
2022-03-20,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,b6602877-7d0d-4400-b9eb-f9631d0d9530,Informática,167.87,5.69,True,0.0,19.7,Livros,False
2022-03-20,81f98094-fac6-4ee0-a0c9-75f52cc0cd99,Médio ticket e alta frequência,1ad9c6a5-33a8-4487-9dc1-5d4537f8caa6,Informática,170.04,5.53,True,2.0,10.1,Informática,True
2022-03-20,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,f63237fd-a1b4-476c-b0e9-3a0c6eafdea4,Informática,1626.3,0.86,True,2.0,7.7,Eletrodomésticos,False
2022-03-20,24c04eac-56f3-4c6a-b0e8-5e9812ccaf31,Médio ticket e alta frequência,efad1c7f-e357-4d30-b495-aae4c1a4ceb6,Informática,700.4,0.9,True,0.0,9.3,Informática;Livros;Informática,True
2022-03-21,0ce992f6-b7ca-44d1-843d-f31dc629f74c,Médio ticket e alta frequência,01067cb0-2a64-4399-9b4b-2d923972ae4a,Informática,3608.65,5.04,True,5.0,29.0,Games,False
2022-03-21,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,283b503e-827b-4311-bbf6-0491609c5a65,Informática,404.41,1.12,True,4.0,12.7,Livros;Informática,True
2022-03-21,7dcb4a85-9fe0-42b4-b9e9-2f1ea0e811c6,Médio ticket e alta frequência,b50ff629-6e43-4572-a2a1-82783a020d97,Informática,961.11,1.02,True,20.0,13.6,Informática;Livros;Móveis;Livros,True
2022-03-21,add3a00e-3886-49aa-abff-854a24191082,Médio ticket e alta frequência,6645b962-0b4f-4d93-841f-5679b6f1320a,Informática,146.54,5.09,True,4.0,24.9,Informática;Informática;Livros,True
2022-03-21,704122cf-a98e-4377-b3b7-e21dad2aa4e3,Médio ticket e alta frequência,4973ce3f-041c-45ee-8e10-9c14eb198ae9,Informática,1602.71,2.3,True,2.0,7.4,Eletrodomésticos,False
2022-03-21,65da4212-21cf-43d5-a1de-5a9afc996329,Médio ticket e alta frequência,1893752e-bc47-4316-9684-aeb3bd4f058a,Informática,1415.1,9.64,True,6.0,17.4,Eletrodomésticos,False
2022-03-21,add3a00e-3886-49aa-abff-854a24191082,Médio ticket e alta frequência,a366b3ac-e1bf-435c-930d-2cacb0838b0d,Informática,405.87,9.0,True,0.0,16.1,Informática;Livros,True
2022-03-21,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,e6978a7e-a358-4ba9-83b0-76d60da72b53,Informática,273.37,5.41,True,1.0,15.2,Informática,True
2022-03-21,4ca33703-f9d7-41ba-9878-99b2fbb12e58,Médio ticket e alta frequência,7fffed2d-c0c4-409d-b296-20f5606cbbf4,Informática,32.46,7.25,True,2.0,10.3,Livros,False
2022-03-21,f77bb5b2-d311-4c30-886b-86579dd34d09,Médio ticket e alta frequência,a57cfa93-ac98-42d3-8646-17cd32c8097d,Informática,621.63,8.97,True,3.0,12.4,Informática;Móveis,True
2022-03-21,24c04eac-56f3-4c6a-b0e8-5e9812ccaf31,Médio ticket e alta frequência,6767a68b-46ce-4bf6-a490-bb230578d363,Informática,97.74,9.5,True,1.0,15.5,Informática,True
2022-03-21,48bfff7b-c8c8-4de6-ab99-17a959b9c265,Baixo ticket e baixa frequência,b5324387-9eb6-4934-9a3c-fc27db5896d7,Informática,150.78,5.58,True,40.0,34.2,Informática;Livros,True
2022-03-21,84efbc91-cd5f-4df2-8de4-b1c52b483cd4,Médio ticket e alta frequência,dbce11fa-3c33-46e1-987e-6245e9505edf,Informática,98.92,8.41,True,3.0,15.0,Informática,True
2022-03-21,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,700382ab-78d2-44f4-bf32-0da95c398072,Informática,454.9,0.19,True,2.0,7.8,Informática;Livros;Informática,True
2022-03-21,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,0a57a3f6-e683-48df-a2d6-aaef7bdec0c8,Informática,248.22,7.38,True,6.0,15.6,Informática,True
2022-03-21,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,b83bffde-1f44-42d8-9623-d22fe0e87071,Informática,297.54,0.08,True,1.0,11.1,Informática,True
2022-03-21,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,68c17438-3cc2-4597-869a-8d9ff80f3c9d,Informática,633.4,7.24,True,1.0,18.3,Informática;Móveis,True
2022-03-21,24c755dd-fae0-481a-ac2a-9188f006c3d7,Médio ticket e alta frequência,7d847fec-64a7-4747-a28b-3fc946426b7b,Informática,4953.02,2.4,True,5.0,16.1,Móveis;Games,False
2022-03-21,33bb0fa0-a9ed-4976-b62e-0a0f91f2cce9,Médio ticket e alta frequência,845ed504-3619-4620-b46f-bbdfe67267d9,Informática,1450.28,7.39,True,4.0,9.0,Eletrodomésticos,False
2022-03-22,5dd36bf6-5cd9-474e-8e31-30717072c877,Médio ticket e alta frequência,a8aa440f-171b-46e3-b6b0-ab3cb060926c,Informática,292.19,1.88,True,11.0,17.2,Informática,True
2022-03-22,33bb0fa0-a9ed-4976-b62e-0a0f91f2cce9,Médio ticket e alta frequência,b33908c5-d96c-40ec-a5e6-373dee134c09,Informática,1576.89,8.21,True,1.0,14.8,Informática;Eletrodomésticos,True
2022-03-22,bc3ae36d-2683-46dd-b132-044049a1ad62,Baixo ticket e baixa frequência,c9b13c39-e181-431c-9a27-8b4ba930c252,Informática,440.35,6.11,True,23.0,24.4,Móveis;Eletrodomésticos,False
2022-03-22,da01ff3a-1a48-48e1-9d8f-843355d69460,Médio ticket e alta frequência,eb1be0e9-4bb8-42bb-bc5d-2ed2b5b2679a,Informática,98.51,8.79,True,13.0,6.7,Informática,True
2022-03-22,33bb0fa0-a9ed-4976-b62e-0a0f91f2cce9,Médio ticket e alta frequência,8eb1cfaa-8c8a-4e35-89a7-1fca625ab479,Informática,715.63,9.63,True,0.0,5.4,Móveis;Informática,True
2022-03-22,a7cf2938-d24b-4a3b-b4e3-1b3fb90db7a7,Médio ticket e alta frequência,53fd3e9f-47aa-4226-923c-e95b7702e790,Informática,2686.65,6.05,True,14.0,17.5,Informática;Games,True
2022-03-22,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,c1fa124f-6c52-44f3-84c1-b9e1ea3a3dae,Informática,3645.62,5.55,True,3.0,22.7,Games;Informática,True
2022-03-22,1b1e8c14-12bd-46c6-b9f1-1ecdd20f4769,Médio ticket e alta frequência,342f4a79-0cf7-4a58-abeb-a772244e9826,Informática,374.6,1.42,True,7.0,24.7,Informática;Informática,True
2022-03-23,84efbc91-cd5f-4df2-8de4-b1c52b483cd4,Médio ticket e alta frequência,b74ea266-a6f7-4ab2-b109-e77f7537f77b,Informática,4715.58,1.76,True,2.0,13.4,Games,False
2022-03-23,9b869ead-b05b-4cc2-85e2-0e0e443a4c7b,Médio ticket e alta frequência,78d469ef-89e4-42e3-b407-d40264a0b56f,Informática,185.2,2.52,True,8.0,25.7,Informática,True
2022-03-24,da01ff3a-1a48-48e1-9d8f-843355d69460,Médio ticket e alta frequência,78c08b34-8b35-4b75-ad99-9bb3e8e55d1b,Informática,574.68,0.06,True,2.0,15.1,Móveis,False
2022-03-24,a15d7620-7649-4472-8c8c-eb77f77d2426,Médio ticket e baixa frequência,2e9b673d-f2b6-4383-86d2-057f7f3e692e,Informática,466.99,7.14,True,74.0,18.3,Móveis,False
2022-03-24,5b033532-5fbc-44ca-87b6-acf483a35dc4,Médio ticket e alta frequência,fca4cb3f-0efe-4c06-840f-4e400c1d4346,Informática,260.21,9.96,True,3.0,14.5,Informática,True
2022-03-24,760c8c7a-e5c8-464a-b614-4b8a475e3c77,Médio ticket e alta frequência,d4b9810b-8c68-49da-abf1-baa2c3fecc27,Informática,2587.58,9.52,True,7.0,14.0,Games;Informática,True
2022-03-24,a14a89ba-0de7-49b7-9f93-b29b5182aa59,Médio ticket e alta frequência,157633e6-3dee-4e15-9f17-a5175d6e4f0c,Informática,572.78,0.39,True,14.0,14.1,Móveis,False
2022-03-24,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,479e7e26-b094-4ef9-af97-c5cc296a3938,Informática,480.26,1.54,True,3.0,14.5,Informática;Informática,True
2022-03-24,81f98094-fac6-4ee0-a0c9-75f52cc0cd99,Médio ticket e alta frequência,629ea45b-d2c9-4a66-b19f-f58e1bc97baf,Informática,252.98,5.61,True,4.0,16.9,Informática,True
2022-03-24,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,fe18fc5e-7002-4f86-aa3d-f56b7c3692ff,Informática,4038.87,8.21,True,0.0,13.6,Games,False
2022-03-24,2de8f839-f408-4744-a1a0-847412a80951,Médio ticket e alta frequência,9af97066-8223-4e8a-9e58-3b3987dc4cfd,Informática,246.09,8.18,True,6.0,5.4,Informática,True
2022-03-24,1442eb67-bd95-47b5-9c74-030441b28d25,Médio ticket e alta frequência,1551f672-098e-4046-8f33-91e5abb1dda3,Informática,189.54,0.24,True,9.0,11.8,Informática,True
2022-03-24,0b4e015d-146d-4e90-9ed8-d71f16eecec2,Médio ticket e alta frequência,fa493310-d7ee-4dc4-82b3-8855a778096c,Informática,596.15,2.11,True,5.0,29.6,Informática;Informática;Informática,True
2022-03-24,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,35823231-18fb-4ac9-a57b-c705601beb71,Informática,63.84,1.63,True,3.0,16.6,Informática,True
2022-03-25,b46e9235-d928-4572-8b88-9f0ffc34a2c1,Médio ticket e alta frequência,1c9cb37e-e98d-4aa9-afdc-eabbbd2447fc,Informática,2290.66,7.42,True,15.0,17.7,Informática;Eletrodomésticos,True
2022-03-25,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,c8fd0bcc-364e-4cc0-bf7e-76a1753d3219,Informática,2385.18,0.54,True,12.0,11.6,Eletrodomésticos,False
2022-03-25,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,c0267c6e-7441-4f65-82c5-a500f00b3dba,Informática,197.82,8.42,True,5.0,11.5,Informática;Informática,True
2022-03-25,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,373f3d1d-ece4-4702-9f4e-226f37e0c842,Informática,650.37,5.78,True,5.0,16.3,Informática;Eletrodomésticos,True
2022-03-25,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,cca4caa2-c436-4775-9ffe-62374e0e1015,Informática,51.27,6.78,True,0.0,11.1,Livros,False
2022-03-25,d84a77ab-7ec6-471b-9356-70550701542c,Alto ticket e baixa frequência,4ea1f91d-d11c-40e1-82ab-db118252d725,Informática,267.31,7.51,True,,28.1,Informática,True
2022-03-25,da01ff3a-1a48-48e1-9d8f-843355d69460,Médio ticket e alta frequência,728c74ef-db4b-493d-ba15-8d121025030b,Informática,291.61,2.08,True,1.0,5.9,Informática,True
2022-03-25,385fb349-5e0a-4af6-83a9-00c272507080,Médio ticket e alta frequência,076cb189-ae14-4271-9ab1-04399c627941,Informática,1809.7,0.15,True,20.0,5.1,Eletrodomésticos,False
2022-03-25,a489aca3-ee28-4fe9-a4c2-270be3946bd0,Médio ticket e alta frequência,1ac9e5f9-f3ef-4ea2-9c76-881c87bfe960,Informática,223.54,2.77,True,9.0,9.8,Móveis,False
2022-03-25,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,c0967a5b-3bc7-4921-bf4b-89c6a6bd5dad,Informática,2359.75,1.6,True,4.0,16.9,Eletrodomésticos,False
2022-03-25,4c707469-1a84-4d56-8d65-511a6f768dbd,Médio ticket e alta frequência,b0571427-c899-48ab-b374-7024a3ab950c,Informática,4636.85,2.27,True,7.0,14.7,Games;Móveis,False
2022-03-25,d85a82c7-56bb-4049-89ad-1dce00d1e244,Médio ticket e alta frequência,ade5cec1-0623-47ff-aa5b-7fbea98f7982,Informática,556.45,1.86,True,10.0,17.6,Eletrodomésticos,False
2022-03-25,e6c073bb-4e7f-4b7e-8f45-6318b14f32d6,Médio ticket e alta frequência,38727f17-953b-4c90-aa55-825ddf536964,Informática,1768.95,2.4,True,8.0,6.8,Eletrodomésticos,False
2022-03-25,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,ac842b24-bf8f-4d8c-8fdd-81f80387b89e,Informática,3823.82,6.49,True,4.0,9.0,Informática;Games,True
2022-03-25,940ee9da-6a13-4157-8169-6f2fa12d3bbd,Médio ticket e alta frequência,968b1c56-ce65-4146-8d17-018ef15b079b,Informática,1993.65,9.34,True,13.0,25.3,Games,False
2022-03-25,4c707469-1a84-4d56-8d65-511a6f768dbd,Médio ticket e alta frequência,32e4fa00-1c8a-45da-9384-c3759fdd556a,Informática,293.08,1.58,True,0.0,5.0,Informática,True
2022-03-25,ba7e051f-46d9-4ef2-85c5-685a4e479c03,Médio ticket e alta frequência,c1004280-22fc-410a-add3-e2cd4cd14295,Informática,263.42,8.85,True,23.0,6.5,Informática,True
2022-03-26,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,601dfd0d-7cbd-4f7f-ae1c-0eed8a090480,Informática,3518.02,7.42,True,1.0,8.2,Games,False
2022-03-26,2de8f839-f408-4744-a1a0-847412a80951,Médio ticket e alta frequência,251c2cf6-983e-4d19-b3c5-ad5b13e1d371,Informática,748.66,5.46,True,2.0,16.3,Móveis;Informática,True
2022-03-26,ebc2b13a-4fbd-45a7-80ef-011253958557,Médio ticket e alta frequência,e46db2a9-0565-4ebc-82f6-55cf02dc618e,Informática,278.1,7.3,True,8.0,27.1,Eletrodomésticos,False
2022-03-26,80cfe6c3-6599-4c08-9d82-eaa1f51c6ecc,Médio ticket e alta frequência,b292622e-fd1e-494f-bacd-e0fed879221e,Informática,188.37,0.85,True,23.0,28.4,Informática,True
2022-03-26,f77bb5b2-d311-4c30-886b-86579dd34d09,Médio ticket e alta frequência,aaf0890b-3bbf-4602-b1f0-3c89efd7155a,Informática,783.36,9.59,True,5.0,6.1,Informática;Móveis;Móveis,True
2022-03-26,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,7b98de56-7845-4bb1-bbbc-70284b41a87e,Informática,866.99,7.56,True,2.0,12.7,Informática;Móveis,True
2022-03-26,add3a00e-3886-49aa-abff-854a24191082,Médio ticket e alta frequência,238662ee-5764-45f0-bef7-ffd66fe6df38,Informática,2184.93,2.85,True,5.0,22.6,Games,False
2022-03-26,c4ad79f3-58ac-4a83-a8c6-ca12d33ce6ce,Médio ticket e alta frequência,4954c995-1972-4b63-8609-df7c90ff936b,Informática,36.89,2.9,True,10.0,24.9,Livros,False
2022-03-26,1b1e8c14-12bd-46c6-b9f1-1ecdd20f4769,Médio ticket e alta frequência,0171f50e-be43-48bc-8599-88ef2d4cdf25,Informática,109.36,0.58,True,4.0,9.8,Livros,False
2022-03-27,b46e9235-d928-4572-8b88-9f0ffc34a2c1,Médio ticket e alta frequência,2aa6ecac-7157-4d1d-b07d-b07945075a71,Informática,4136.35,6.16,True,2.0,11.9,Games;Informática,True
2022-03-27,33bb0fa0-a9ed-4976-b62e-0a0f91f2cce9,Médio ticket e alta frequência,e6ba9c33-c263-485f-b076-fb51ea579320,Informática,5678.87,1.64,True,5.0,12.4,Informática;Games;Móveis,True
2022-03-27,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,31759fde-6272-49b1-88c8-0282dbb6575c,Informática,301.62,2.7,True,2.0,17.7,Livros;Livros,False
2022-03-28,33bb0fa0-a9ed-4976-b62e-0a0f91f2cce9,Médio ticket e alta frequência,c748f117-8614-491b-a3bb-e3952fe898b8,Informática,294.56,1.48,True,1.0,5.1,Informática,True
2022-03-28,ba7e051f-46d9-4ef2-85c5-685a4e479c03,Médio ticket e alta frequência,3d5f4de7-f265-4650-8a15-3dc8e480db65,Informática,480.23,5.89,True,3.0,6.2,Eletrodomésticos,False
2022-03-28,bf4825d4-a89b-4d06-ba65-df61e66967bd,Médio ticket e alta frequência,261d21dd-b412-4c60-91c2-de5a903af463,Informática,163.12,8.36,True,2.0,18.2,Livros,False
2022-03-28,3abb5f01-74c3-4dd1-b541-e457747792c2,Médio ticket e alta frequência,e53c1060-dea2-48d1-857f-93d500d2fe35,Informática,875.97,5.3,True,11.0,20.4,Informática;Livros;Informática;Informática,True
2022-03-28,72d358f4-a102-4245-a37c-15cf904b077e,Médio ticket e baixa frequência,28fe36b4-5824-4a8a-a4e5-1728c6a5c65d,Informática,915.18,0.04,True,71.0,12.0,Livros;Informática;Informática;Informática,True
2022-03-28,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,473a5224-0731-47bc-8e40-37b9529cd6bc,Informática,555.69,6.14,True,3.0,17.2,Informática;Livros;Informática,True
2022-03-28,2de8f839-f408-4744-a1a0-847412a80951,Médio ticket e alta frequência,768df49b-f057-4791-b4d4-2137811b3d0a,Informática,803.28,8.6,True,2.0,9.2,Informática;Móveis;Informática,True
2022-03-29,b2011386-1cf4-4b1c-95d9-9493bacc5a7e,Médio ticket e alta frequência,82789e04-cc99-4ba6-8d28-6bd16c565fd3,Informática,1043.87,1.15,True,13.0,12.1,Eletrodomésticos;Informática;Informática,True
2022-03-29,65da4212-21cf-43d5-a1de-5a9afc996329,Médio ticket e alta frequência,d9b61ed7-ef1a-4769-aa33-3ed805dd84e4,Informática,3577.19,5.17,True,8.0,22.7,Eletrodomésticos;Eletrodomésticos,False
2022-03-29,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,78f92654-8ce8-4242-8923-a4828fee4274,Informática,2590.47,9.91,True,7.0,14.8,Games;Informática;Informática;Informática;Informática,True
2022-03-29,199106a9-9aa2-4293-91ce-7091771b100e,Médio ticket e alta frequência,211fc26e-2907-4aad-98e7-b93a37f221da,Informática,4691.91,6.86,True,1.0,11.5,Games;Informática;Informática;Informática,True
2022-03-29,d7c25d3c-c5fe-4a85-88f7-d50d24a64175,Médio ticket e baixa frequência,f2baa2c2-4502-460f-9ff7-5cf985d3a582,Informática,101.59,5.94,True,35.0,26.6,Informática,True
2022-03-29,08682fbc-1b9f-456f-bbf5-1470c37c1a26,Médio ticket e alta frequência,15f2e61c-8846-430d-908e-f7a7f887105d,Informática,718.3,2.83,True,3.0,7.8,Informática;Móveis,True
2022-03-29,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,260efce1-09d4-4866-a438-57bb8f0a6093,Informática,1359.49,6.24,True,4.0,16.9,Eletrodomésticos,False
2022-03-29,d043f145-23e3-4c55-af03-f50ec7949a63,Médio ticket e alta frequência,8a330a87-57a1-48fb-a47f-3da5902f0218,Informática,269.73,6.67,True,0.0,14.1,Informática,True
2022-03-29,760c8c7a-e5c8-464a-b614-4b8a475e3c77,Médio ticket e alta frequência,dcaf9b5b-acb6-4793-8492-eafb479fd50a,Informática,750.98,0.68,True,5.0,21.5,Informática;Informática;Eletrodomésticos,True
2022-03-29,9b869ead-b05b-4cc2-85e2-0e0e443a4c7b,Médio ticket e alta frequência,eac50af9-36d0-43f6-85c8-0c08ff4b1a47,Informática,737.32,5.13,True,6.0,24.6,Livros;Móveis;Livros;Informática,True
2022-03-30,f9851fdb-3f1a-44f1-a1a7-9d2803041da0,Médio ticket e baixa frequência,903e6558-ae00-474c-aa26-c767fde575dd,Informática,3624.62,7.25,True,14.0,25.0,Informática;Games,True
2022-03-30,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,7832ce08-b710-4b57-a07b-310c365ece90,Informática,4780.66,0.4,True,1.0,14.0,Games,False
2022-03-30,0a1c4dc3-41f7-4e34-8b36-1325a6d5e237,Médio ticket e alta frequência,8b7fae2e-2a7b-46da-90c0-86c24663b199,Informática,3980.96,0.48,True,3.0,15.9,Games,False
2022-03-30,a7cf2938-d24b-4a3b-b4e3-1b3fb90db7a7,Médio ticket e alta frequência,b93edc29-574a-4812-bec5-17742066d02d,Informática,568.45,1.14,True,8.0,5.7,Móveis,False
2022-03-30,1442eb67-bd95-47b5-9c74-030441b28d25,Médio ticket e alta frequência,1b0780d2-3256-40c8-a19c-55ec88747937,Informática,187.51,1.31,True,6.0,15.3,Informática,True
2022-03-30,79e076a4-27bf-4507-802c-8cbe1a30f46c,Médio ticket e alta frequência,45ab1166-f4b6-4e1e-a744-14bcfd376f5f,Informática,244.96,8.6,True,5.0,13.5,Informática,True
2022-03-30,1919c053-821d-4206-bc59-18407d0e94b5,Médio ticket e alta frequência,8bc71d81-f3b2-4151-803c-d812cac45122,Informática,618.9,7.61,True,13.0,22.6,Móveis,False
2022-03-30,0c660b57-24d5-47b8-992c-2817ad758d2d,Baixo ticket e baixa frequência,a5c5d5a2-b1c8-4dcf-a3d8-572bf28cb4bd,Informática,350.94,8.77,True,,42.7,Informática;Livros;Informática,True
2022-03-30,254467a7-b38a-4136-97a3-5667526d00ad,Médio ticket e alta frequência,540cdba4-efad-4537-ae42-07c48263e130,Informática,4036.84,8.25,True,0.0,29.5,Games,False
2022-03-30,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,c118f57c-605d-4067-970f-ddcbec77e65a,Informática,227.49,1.05,True,6.0,12.7,Móveis,False
2022-03-30,f77bb5b2-d311-4c30-886b-86579dd34d09,Médio ticket e alta frequência,18429f55-715a-4d63-a8a8-3920fe85d919,Informática,197.63,1.19,True,4.0,12.0,Livros,False
2022-03-30,add3a00e-3886-49aa-abff-854a24191082,Médio ticket e alta frequência,6612a1e8-5f04-403f-8328-9ac65b4620df,Informática,64.73,0.26,True,4.0,16.3,Informática,True
2022-03-31,a489aca3-ee28-4fe9-a4c2-270be3946bd0,Médio ticket e alta frequência,9cf393b2-46fd-4c66-b830-4a29bd4a3aaf,Informática,2208.43,1.8,True,6.0,9.5,Games,False
2022-03-31,2704032c-fa08-427d-9493-5cf8f2be3014,Médio ticket e alta frequência,bbdc1015-fa0d-4fd9-9629-905b62c5523f,Informática,156.6,6.62,True,13.0,7.9,Informática;Informática,True
2022-03-31,61a61362-51c0-4ca9-8800-894c7c3c9ba6,Médio ticket e alta frequência,1b53d914-0b32-446a-9d35-91e21c289236,Informática,755.54,9.04,True,1.0,18.9,Móveis;Informática;Informática,True
2022-03-31,8827fc21-675c-4fb6-ae12-798360bbf676,Médio ticket e alta frequência,0c26eafd-3c3d-48c0-bae7-5bb7ffa9bd33,Informática,4659.42,2.88,True,10.0,11.9,Informática;Games,True
